Car_ID,Brand,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Condition,Price,Model,Vehicle_Age,Mileage_Per_Year,Price_Tier,Mileage_Bracket
1303,Toyota,2022,2.0,Petrol,Manual,226884,Like New,13121.42,Corolla,4,56721.0,Budget,200k+
1304,Toyota,2005,2.9,Petrol,Manual,167848,Like New,25578.52,Camry,21,7992.76,Budget,150k-200k
1305,Toyota,2005,1.3,Diesel,Manual,272204,Like New,85220.19,Corolla,21,12962.1,Premium,200k+
1306,Tesla,2021,3.0,Electric,Manual,219182,Used,64997.58,Model 3,5,43836.4,Mid-Range,200k+
1307,Tesla,2017,3.6,Electric,Automatic,78563,Used,12477.35,Model S,9,8729.22,Budget,50k-100k
1308,Honda,2016,3.4,Hybrid,Manual,135102,New,51203.26,CR-V,10,13510.2,Mid-Range,100k-150k
1309,Mercedes,2011,2.9,Hybrid,Automatic,89779,Like New,24927.06,GLC,15,5985.27,Budget,50k-100k
1310,Audi,2005,5.2,Electric,Manual,164361,Used,23914.16,Q7,21,7826.71,Budget,150k-200k
1311,Ford,2007,1.7,Diesel,Manual,99704,New,94361.31,Fiesta,19,5247.58,Premium,50k-100k
1312,Tesla,2018,3.5,Electric,Automatic,261757,Like New,77346.45,Model 3,8,32719.62,Premium,200k+
1313,Ford,2009,1.3,Hybrid,Automatic,110234,New,71141.91,Explorer,17,6484.35,Premium,100k-150k
1314,Mercedes,2000,1.4,Electric,Manual,36491,New,27698.24,E-Class,26,1403.5,Budget,<50k
1315,Mercedes,2012,3.9,Diesel,Manual,226621,New,16264.48,GLA,14,16187.21,Budget,200k+
1316,Ford,2016,3.8,Petrol,Automatic,20448,New,87729.1,Focus,10,2044.8,Premium,<50k
1317,Tesla,2002,5.4,Diesel,Automatic,49294,New,5558.56,Model Y,24,2053.92,Budget,<50k
1318,Ford,2007,3.8,Diesel,Automatic,283590,New,41869.16,Fiesta,19,14925.79,Mid-Range,200k+
1319,Honda,2013,5.8,Hybrid,Automatic,216461,New,31373.19,Civic,13,16650.85,Budget,200k+
1320,BMW,2002,1.2,Diesel,Manual,85615,Like New,59185.74,X5,24,3567.29,Mid-Range,50k-100k
1321,Tesla,2015,1.5,Diesel,Manual,17101,Like New,28798.3,Model 3,11,1554.64,Budget,<50k
1322,Tesla,2012,1.2,Hybrid,Manual,290160,New,34564.51,Model 3,14,20725.71,Budget,200k+
1323,Audi,2019,1.9,Hybrid,Manual,150004,Like New,85753.79,A3,7,21429.14,Premium,150k-200k
1324,Toyota,2023,3.7,Petrol,Manual,90481,New,62302.94,Camry,3,30160.33,Mid-Range,50k-100k
1325,BMW,2016,4.2,Electric,Automatic,52802,Like New,18839.84,3 Series,10,5280.2,Budget,50k-100k
1326,Mercedes,2012,1.2,Diesel,Automatic,269693,Used,74014.8,GLA,14,19263.79,Premium,200k+
1327,Tesla,2005,5.7,Hybrid,Automatic,210005,New,24708.62,Model Y,21,10000.24,Budget,200k+
1328,Ford,2016,5.2,Petrol,Manual,156434,Used,46135.47,Mustang,10,15643.4,Mid-Range,150k-200k
1329,BMW,2013,2.5,Electric,Automatic,47842,New,66427.69,X3,13,3680.15,Mid-Range,<50k
1330,Audi,2016,1.4,Hybrid,Manual,46539,New,30833.31,Q7,10,4653.9,Budget,<50k
1331,Mercedes,2007,1.8,Electric,Manual,33717,Used,41490.15,GLA,19,1774.58,Mid-Range,<50k
1332,Toyota,2010,1.6,Electric,Manual,246281,Used,74744.21,RAV4,16,15392.56,Premium,200k+
1333,Toyota,2019,1.6,Diesel,Automatic,186272,Used,94101.54,Corolla,7,26610.29,Premium,150k-200k
1334,Audi,2000,3.6,Diesel,Manual,115042,New,55278.28,Q5,26,4424.69,Mid-Range,100k-150k
1335,Audi,2006,2.2,Hybrid,Manual,127922,Used,5947.24,A4,20,6396.1,Budget,100k-150k
1336,Ford,2020,2.8,Electric,Automatic,92447,Used,37154.06,Focus,6,15407.83,Mid-Range,50k-100k
1337,Tesla,2020,5.9,Hybrid,Manual,158693,Like New,42870.26,Model X,6,26448.83,Mid-Range,150k-200k
1338,Toyota,2016,4.4,Hybrid,Automatic,12823,Like New,37221.49,RAV4,10,1282.3,Mid-Range,<50k
1339,Mercedes,2009,5.7,Electric,Manual,29986,Used,46445.54,E-Class,17,1763.88,Mid-Range,<50k
1340,BMW,2010,1.7,Hybrid,Automatic,121682,Used,65103.29,5 Series,16,7605.12,Mid-Range,100k-150k
1341,Mercedes,2021,2.9,Electric,Manual,64325,Used,16507.16,E-Class,5,12865.0,Budget,50k-100k
1342,Honda,2008,3.8,Electric,Manual,250476,Used,30899.9,Fit,18,13915.33,Budget,200k+
1343,Honda,2008,1.4,Electric,Automatic,57771,Like New,53226.57,Civic,18,3209.5,Mid-Range,50k-100k
1344,Audi,2023,1.0,Electric,Manual,54973,New,34979.46,A3,3,18324.33,Budget,50k-100k
1345,Ford,2004,4.4,Petrol,Automatic,145762,Used,99153.11,Fiesta,22,6625.55,Premium,100k-150k
1346,Honda,2016,4.2,Electric,Manual,57888,Used,45985.99,CR-V,10,5788.8,Mid-Range,50k-100k
1347,Toyota,2008,3.1,Diesel,Automatic,10956,Like New,87630.92,Camry,18,608.67,Premium,<50k
1348,Mercedes,2016,3.4,Diesel,Manual,86839,Used,90168.43,E-Class,10,8683.9,Premium,50k-100k
1349,Mercedes,2023,3.1,Diesel,Manual,167605,Used,84420.66,GLA,3,55868.33,Premium,150k-200k
1350,Audi,2020,1.1,Electric,Manual,101131,Like New,9455.33,Q7,6,16855.17,Budget,100k-150k
1351,Tesla,2018,2.7,Diesel,Automatic,187973,Used,95035.94,Model Y,8,23496.62,Premium,150k-200k
1352,Tesla,2006,1.9,Petrol,Automatic,11519,Used,17230.54,Model Y,20,575.95,Budget,<50k
1353,BMW,2022,1.5,Hybrid,Automatic,162187,Like New,8268.34,X5,4,40546.75,Budget,150k-200k
1354,Audi,2008,5.8,Electric,Automatic,1832,New,44365.11,Q7,18,101.78,Mid-Range,<50k
1355,BMW,2006,4.0,Diesel,Automatic,113922,Used,23490.23,X5,20,5696.1,Budget,100k-150k
1356,Tesla,2012,4.6,Petrol,Manual,105474,Used,22498.67,Model S,14,7533.86,Budget,100k-150k
1357,Audi,2010,2.6,Hybrid,Manual,69715,New,32342.86,Q7,16,4357.19,Budget,50k-100k
1358,Audi,2013,3.0,Petrol,Manual,73366,Like New,28598.53,Q7,13,5643.54,Budget,50k-100k
1359,Audi,2018,2.2,Diesel,Manual,37570,New,70055.56,Q7,8,4696.25,Premium,<50k
1360,Tesla,2010,1.5,Petrol,Manual,137687,Used,22743.84,Model S,16,8605.44,Budget,100k-150k
1361,BMW,2012,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series,14,2736.5,Mid-Range,<50k
1362,BMW,2013,5.0,Diesel,Manual,103187,Like New,98710.52,X5,13,7937.46,Premium,100k-150k
1363,Audi,2012,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5,14,20398.43,Mid-Range,200k+
1364,Honda,2000,3.7,Petrol,Manual,86879,Like New,65977.95,Fit,26,3341.5,Mid-Range,50k-100k
1365,Ford,2007,3.4,Electric,Automatic,15739,Like New,97090.31,Focus,19,828.37,Premium,<50k
1366,Tesla,2011,5.6,Electric,Automatic,66202,New,18075.7,Model Y,15,4413.47,Budget,50k-100k
1367,Ford,2018,1.4,Electric,Automatic,98580,New,44767.67,Mustang,8,12322.5,Mid-Range,50k-100k
1368,Ford,2011,2.4,Electric,Manual,224491,Like New,85768.28,Mustang,15,14966.07,Premium,200k+
1369,BMW,2007,2.7,Hybrid,Manual,79599,Like New,93569.04,X5,19,4189.42,Premium,50k-100k
1370,BMW,2007,4.9,Electric,Manual,164721,Used,62117.43,X5,19,8669.53,Mid-Range,150k-200k
1371,Honda,2020,6.0,Hybrid,Manual,231436,Like New,18624.96,Accord,6,38572.67,Budget,200k+
1372,Ford,2012,2.2,Diesel,Automatic,116770,Like New,90639.8,Focus,14,8340.71,Premium,100k-150k
1373,Ford,2011,5.4,Electric,Automatic,179693,New,21572.42,Fiesta,15,11979.53,Budget,150k-200k
1374,Audi,2015,5.2,Hybrid,Automatic,261051,Like New,38523.4,A3,11,23731.91,Mid-Range,200k+
1375,BMW,2000,2.1,Electric,Automatic,114300,Like New,40673.26,5 Series,26,4396.15,Mid-Range,100k-150k
1376,Ford,2012,3.0,Electric,Manual,191012,New,47492.7,Mustang,14,13643.71,Mid-Range,150k-200k
1377,Mercedes,2006,3.0,Electric,Automatic,171796,Used,80065.75,GLC,20,8589.8,Premium,150k-200k
1378,Honda,2004,5.9,Hybrid,Manual,162776,New,81203.72,Fit,22,7398.91,Premium,150k-200k
1379,Mercedes,2007,1.9,Petrol,Automatic,241942,New,73367.23,GLA,19,12733.79,Premium,200k+
1380,Mercedes,2013,5.0,Electric,Automatic,2526,Like New,7102.22,GLA,13,194.31,Budget,<50k
1381,Tesla,2022,2.7,Electric,Automatic,268718,Like New,58660.28,Model 3,4,67179.5,Mid-Range,200k+
1382,Tesla,2012,4.7,Diesel,Manual,270877,Used,76011.83,Model Y,14,19348.36,Premium,200k+
1383,Honda,2014,3.1,Petrol,Manual,36051,Like New,47239.4,CR-V,12,3004.25,Mid-Range,<50k
1384,Mercedes,2022,3.9,Hybrid,Automatic,15909,Used,94768.92,GLA,4,3977.25,Premium,<50k
1385,Ford,2016,5.2,Diesel,Automatic,77338,Used,83262.0,Focus,10,7733.8,Premium,50k-100k
1386,BMW,2014,5.0,Electric,Automatic,290277,Used,65624.73,3 Series,12,24189.75,Mid-Range,200k+
1387,Honda,2019,5.3,Diesel,Manual,182643,Used,10930.39,CR-V,7,26091.86,Budget,150k-200k
1388,Audi,2017,1.3,Diesel,Manual,79062,Like New,66972.89,Q5,9,8784.67,Mid-Range,50k-100k
1389,Mercedes,2017,4.5,Electric,Manual,181980,New,91600.06,C-Class,9,20220.0,Premium,150k-200k
1390,Honda,2001,1.7,Petrol,Automatic,51458,New,41047.31,Civic,25,2058.32,Mid-Range,50k-100k
1391,Toyota,2003,3.1,Petrol,Manual,222159,Like New,84622.59,Prius,23,9659.09,Premium,200k+
1392,Toyota,2000,3.7,Diesel,Automatic,287442,Like New,34750.31,Corolla,26,11055.46,Budget,200k+
1393,Tesla,2003,3.0,Electric,Manual,231946,Used,59159.81,Model X,23,10084.61,Mid-Range,200k+
1394,BMW,2017,3.6,Hybrid,Automatic,153263,Like New,66600.32,X3,9,17029.22,Mid-Range,150k-200k
1395,Ford,2004,6.0,Diesel,Automatic,164164,New,69409.53,Focus,22,7462.0,Premium,150k-200k
1396,BMW,2018,1.7,Hybrid,Manual,89407,Like New,88842.18,3 Series,8,11175.88,Premium,50k-100k
1397,BMW,2014,4.4,Diesel,Automatic,206329,Like New,27289.12,X3,12,17194.08,Budget,200k+
1398,BMW,2007,3.0,Diesel,Automatic,62513,Used,29925.11,X5,19,3290.16,Budget,50k-100k
1399,BMW,2019,1.7,Electric,Automatic,145476,Used,71883.89,5 Series,7,20782.29,Premium,100k-150k
1400,Audi,2016,1.8,Electric,Manual,35198,Used,21833.41,Q7,10,3519.8,Budget,<50k
1401,Audi,2000,5.7,Hybrid,Automatic,225295,Used,49105.69,Q5,26,8665.19,Mid-Range,200k+
1402,Tesla,2011,5.4,Hybrid,Manual,264323,New,6903.27,Model Y,15,17621.53,Budget,200k+
1403,Honda,2018,5.5,Petrol,Manual,2019,Like New,18393.04,Civic,8,252.38,Budget,<50k
1404,Toyota,2014,6.0,Electric,Automatic,81455,Like New,69490.41,Corolla,12,6787.92,Premium,50k-100k
1405,BMW,2008,2.0,Diesel,Manual,216311,Used,76008.85,3 Series,18,12017.28,Premium,200k+
1406,Tesla,2006,2.8,Diesel,Automatic,149776,New,15955.31,Model S,20,7488.8,Budget,100k-150k
1407,Honda,2001,4.3,Petrol,Manual,149102,New,26632.41,Accord,25,5964.08,Budget,100k-150k
1408,Toyota,2008,3.4,Electric,Automatic,3420,Like New,14395.92,Corolla,18,190.0,Budget,<50k
1409,Mercedes,2009,3.1,Diesel,Manual,178725,Used,46174.22,C-Class,17,10513.24,Mid-Range,150k-200k
1410,Ford,2001,2.8,Petrol,Automatic,16740,Like New,16981.03,Mustang,25,669.6,Budget,<50k
1411,Audi,2018,4.0,Petrol,Automatic,105789,Like New,46543.12,Q7,8,13223.62,Mid-Range,100k-150k
1412,Mercedes,2010,3.9,Diesel,Automatic,19465,New,74549.33,E-Class,16,1216.56,Premium,<50k
1413,Toyota,2012,1.8,Diesel,Automatic,4131,New,69921.92,Corolla,14,295.07,Premium,<50k
1414,Mercedes,2009,3.4,Hybrid,Manual,10652,Like New,31643.75,E-Class,17,626.59,Budget,<50k
1415,Ford,2013,3.8,Electric,Manual,218115,Used,69007.44,Fiesta,13,16778.08,Mid-Range,200k+
1416,Tesla,2017,3.9,Hybrid,Automatic,245289,Used,93132.65,Model Y,9,27254.33,Premium,200k+
1417,Toyota,2018,2.1,Petrol,Manual,89342,Like New,38014.82,Corolla,8,11167.75,Mid-Range,50k-100k
1418,Mercedes,2021,4.7,Diesel,Automatic,281315,Like New,36266.32,C-Class,5,56263.0,Budget,200k+
1419,Audi,2008,1.1,Hybrid,Automatic,217201,Used,59286.67,A3,18,12066.72,Mid-Range,200k+
1420,Audi,2006,2.8,Petrol,Manual,259820,Used,28322.67,A4,20,12991.0,Budget,200k+
1421,Honda,2002,4.9,Electric,Manual,186764,Used,66900.0,Accord,24,7781.83,Mid-Range,150k-200k
1422,Mercedes,2019,3.8,Diesel,Automatic,58541,Like New,84064.87,C-Class,7,8363.0,Premium,50k-100k
1423,BMW,2005,2.3,Hybrid,Manual,9470,New,48635.26,X3,21,450.95,Mid-Range,<50k
1424,Mercedes,2020,4.5,Electric,Automatic,192416,Used,69553.2,E-Class,6,32069.33,Premium,150k-200k
1425,Tesla,2001,3.8,Hybrid,Manual,44308,Used,66929.12,Model 3,25,1772.32,Mid-Range,<50k
1426,Toyota,2005,5.0,Petrol,Manual,135669,Used,8673.23,Camry,21,6460.43,Budget,100k-150k
1427,Toyota,2002,4.7,Electric,Manual,102840,Like New,22424.55,Corolla,24,4285.0,Budget,100k-150k
1428,Tesla,2015,4.1,Hybrid,Manual,161860,New,89885.35,Model S,11,14714.55,Premium,150k-200k
1429,Mercedes,2007,3.4,Electric,Manual,49477,New,94194.75,GLC,19,2604.05,Premium,<50k
1430,Tesla,2001,1.7,Petrol,Automatic,108261,Used,79141.77,Model Y,25,4330.44,Premium,100k-150k
1431,Ford,2016,2.3,Electric,Manual,102466,Like New,92518.57,Focus,10,10246.6,Premium,100k-150k
1432,Tesla,2008,3.1,Hybrid,Manual,295215,New,34084.12,Model S,18,16400.83,Budget,200k+
1433,Audi,2011,4.0,Petrol,Automatic,70560,Like New,28532.54,A4,15,4704.0,Budget,50k-100k
1434,Tesla,2002,3.6,Diesel,Automatic,255392,New,41508.52,Model Y,24,10641.33,Mid-Range,200k+
1435,Toyota,2010,2.4,Hybrid,Automatic,261278,Used,10257.49,Prius,16,16329.88,Budget,200k+
1436,Audi,2000,1.0,Hybrid,Manual,166471,Like New,81937.8,A3,26,6402.73,Premium,150k-200k
1437,Toyota,2022,3.5,Petrol,Manual,244413,Used,98496.67,RAV4,4,61103.25,Premium,200k+
1438,Honda,2012,2.4,Petrol,Automatic,188511,New,83282.78,Accord,14,13465.07,Premium,150k-200k
1439,BMW,2014,4.7,Diesel,Automatic,2369,New,57722.66,X5,12,197.42,Mid-Range,<50k
1440,Toyota,2004,1.1,Hybrid,Automatic,228629,Used,33051.79,Prius,22,10392.23,Budget,200k+
1441,Audi,2020,3.9,Petrol,Automatic,262672,New,23781.3,Q5,6,43778.67,Budget,200k+
1442,Honda,2016,5.7,Diesel,Manual,108806,Used,39585.97,CR-V,10,10880.6,Mid-Range,100k-150k
1443,Toyota,2022,1.9,Diesel,Manual,161386,Used,68362.11,Camry,4,40346.5,Mid-Range,150k-200k
1444,Ford,2023,3.4,Petrol,Manual,102979,Used,47470.85,Explorer,3,34326.33,Mid-Range,100k-150k
1445,Tesla,2005,1.5,Hybrid,Manual,281892,New,93735.68,Model Y,21,13423.43,Premium,200k+
1446,BMW,2020,4.1,Electric,Manual,35109,Like New,86150.93,3 Series,6,5851.5,Premium,<50k
1447,Toyota,2021,3.8,Electric,Automatic,13919,Used,14728.06,Camry,5,2783.8,Budget,<50k
1448,Honda,2010,3.0,Diesel,Manual,211864,Like New,17494.9,Fit,16,13241.5,Budget,200k+
1449,Ford,2017,3.6,Electric,Automatic,70441,New,69242.72,Focus,9,7826.78,Premium,50k-100k
1450,Mercedes,2003,5.5,Electric,Automatic,66896,New,26923.0,E-Class,23,2908.52,Budget,50k-100k
1451,Honda,2002,2.0,Petrol,Automatic,103431,Like New,80147.84,Accord,24,4309.62,Premium,100k-150k
1452,Tesla,2012,1.1,Diesel,Manual,47020,Used,61179.02,Model Y,14,3358.57,Mid-Range,<50k
1453,Honda,2022,5.3,Hybrid,Automatic,205338,New,26833.9,CR-V,4,51334.5,Budget,200k+
1454,Ford,2008,3.9,Diesel,Manual,284305,Used,50475.25,Focus,18,15794.72,Mid-Range,200k+
1455,Honda,2020,5.5,Petrol,Automatic,27738,Used,43577.25,CR-V,6,4623.0,Mid-Range,<50k
1456,Ford,2005,4.0,Electric,Manual,134997,Like New,87950.14,Fiesta,21,6428.43,Premium,100k-150k
1457,Toyota,2011,5.1,Hybrid,Automatic,57153,New,8055.44,Corolla,15,3810.2,Budget,50k-100k
1458,Ford,2001,3.1,Diesel,Manual,214020,Like New,90105.17,Fiesta,25,8560.8,Premium,200k+
1459,Ford,2002,4.7,Electric,Automatic,61009,New,66947.85,Mustang,24,2542.04,Mid-Range,50k-100k
1460,BMW,2002,5.6,Diesel,Automatic,172624,Like New,75066.13,5 Series,24,7192.67,Premium,150k-200k
1461,Ford,2011,3.9,Hybrid,Automatic,271941,New,5247.71,Mustang,15,18129.4,Budget,200k+
1462,Ford,2014,1.9,Diesel,Automatic,71942,New,64682.75,Focus,12,5995.17,Mid-Range,50k-100k
1463,Mercedes,2008,2.3,Diesel,Manual,118065,New,60906.19,E-Class,18,6559.17,Mid-Range,100k-150k
1464,Toyota,2022,2.0,Diesel,Manual,276109,Used,56034.53,Prius,4,69027.25,Mid-Range,200k+
1465,Tesla,2007,2.2,Electric,Manual,275877,Used,79657.35,Model S,19,14519.84,Premium,200k+
1466,BMW,2010,2.5,Hybrid,Automatic,157998,Like New,57807.75,X5,16,9874.88,Mid-Range,150k-200k
1467,Mercedes,2015,3.8,Hybrid,Automatic,159855,Like New,86424.23,C-Class,11,14532.27,Premium,150k-200k
1468,Audi,2021,3.9,Electric,Automatic,83360,New,27099.99,Q7,5,16672.0,Budget,50k-100k
1469,Toyota,2003,3.1,Electric,Automatic,167466,New,81568.35,Prius,23,7281.13,Premium,150k-200k
1470,Toyota,2000,4.1,Electric,Automatic,195868,Used,22034.71,Camry,26,7533.38,Budget,150k-200k
1471,Audi,2023,1.4,Petrol,Automatic,290431,Used,82246.19,A4,3,96810.33,Premium,200k+
1472,Tesla,2006,1.4,Diesel,Manual,82104,Used,94344.03,Model 3,20,4105.2,Premium,50k-100k
1473,Ford,2001,1.9,Diesel,Manual,161508,Like New,36890.94,Explorer,25,6460.32,Mid-Range,150k-200k
1474,Mercedes,2023,3.6,Hybrid,Manual,221404,Used,55339.2,GLC,3,73801.33,Mid-Range,200k+
1475,Honda,2004,2.1,Diesel,Manual,265332,Like New,67541.26,Fit,22,12060.55,Mid-Range,200k+
1476,BMW,2006,2.4,Petrol,Manual,91205,Used,12549.81,5 Series,20,4560.25,Budget,50k-100k
1477,Honda,2003,3.0,Electric,Manual,232321,Used,51937.67,Civic,23,10100.91,Mid-Range,200k+
1478,Audi,2004,5.1,Hybrid,Manual,137837,New,39255.57,A3,22,6265.32,Mid-Range,100k-150k
1479,Toyota,2023,1.1,Hybrid,Manual,219779,Like New,87883.28,RAV4,3,73259.67,Premium,200k+
1480,Tesla,2000,4.2,Diesel,Automatic,141879,Used,88284.55,Model S,26,5456.88,Premium,100k-150k
1481,Toyota,2000,4.3,Hybrid,Automatic,10204,New,71574.06,Prius,26,392.46,Premium,<50k
1482,BMW,2014,5.0,Electric,Automatic,223674,Like New,67293.83,X5,12,18639.5,Mid-Range,200k+
1483,Toyota,2019,5.7,Hybrid,Automatic,189016,Like New,74700.4,Corolla,7,27002.29,Premium,150k-200k
1484,Toyota,2018,1.1,Electric,Automatic,102903,Used,39768.76,Prius,8,12862.88,Mid-Range,100k-150k
1485,BMW,2009,1.8,Petrol,Automatic,299225,Like New,43429.33,X3,17,17601.47,Mid-Range,200k+
1486,Mercedes,2017,5.4,Petrol,Automatic,256687,New,57601.95,E-Class,9,28520.78,Mid-Range,200k+
1487,Mercedes,2002,3.3,Electric,Manual,34986,New,94112.67,C-Class,24,1457.75,Premium,<50k
1488,BMW,2010,3.8,Diesel,Manual,50304,Like New,73779.99,3 Series,16,3144.0,Premium,50k-100k
1489,Tesla,2014,4.3,Hybrid,Automatic,39986,New,57343.98,Model S,12,3332.17,Mid-Range,<50k
1490,Audi,2010,4.4,Diesel,Manual,91594,Like New,78189.24,A3,16,5724.62,Premium,50k-100k
1491,Toyota,2016,5.7,Hybrid,Manual,66151,New,40234.58,Camry,10,6615.1,Mid-Range,50k-100k
1492,Tesla,2016,6.0,Petrol,Manual,290358,Like New,74394.34,Model S,10,29035.8,Premium,200k+
1493,Toyota,2005,4.6,Petrol,Manual,173620,Like New,44014.24,Prius,21,8267.62,Mid-Range,150k-200k
1494,Audi,2004,2.4,Petrol,Manual,141753,Like New,31567.83,Q7,22,6443.32,Budget,100k-150k
1495,Mercedes,2007,5.4,Hybrid,Automatic,138056,New,62923.78,C-Class,19,7266.11,Mid-Range,100k-150k
1496,Tesla,2001,1.2,Petrol,Manual,158651,Like New,70253.37,Model X,25,6346.04,Premium,150k-200k
1497,Ford,2015,2.2,Petrol,Automatic,234347,Like New,48632.89,Focus,11,21304.27,Mid-Range,200k+
1498,Ford,2019,5.5,Petrol,Automatic,186005,Used,58722.57,Fiesta,7,26572.14,Mid-Range,150k-200k
1499,Ford,2023,2.3,Petrol,Automatic,162553,Used,70936.28,Fiesta,3,54184.33,Premium,150k-200k
1500,Mercedes,2011,2.1,Diesel,Manual,944,Like New,77932.45,C-Class,15,62.93,Premium,<50k
1501,Mercedes,2005,1.7,Petrol,Automatic,93993,Used,90079.29,GLC,21,4475.86,Premium,50k-100k
1502,Audi,2000,5.3,Petrol,Automatic,271258,Like New,38681.7,A3,26,10433.0,Mid-Range,200k+
1503,Toyota,2003,3.5,Diesel,Automatic,214738,Used,95390.34,Camry,23,9336.43,Premium,200k+
1504,Audi,2016,4.4,Diesel,Automatic,208920,New,65541.58,A4,10,20892.0,Mid-Range,200k+
1505,Audi,2012,2.2,Hybrid,Manual,256805,New,79831.68,A3,14,18343.21,Premium,200k+
1506,Mercedes,2017,4.8,Electric,Automatic,294740,Like New,71478.06,GLC,9,32748.89,Premium,200k+
1507,Ford,2004,4.8,Petrol,Automatic,104087,Like New,24529.31,Focus,22,4731.23,Budget,100k-150k
1508,Honda,2023,2.6,Petrol,Automatic,269051,New,11786.65,Fit,3,89683.67,Budget,200k+
1509,Toyota,2023,3.1,Petrol,Automatic,255035,New,73997.21,Corolla,3,85011.67,Premium,200k+
1510,Mercedes,2002,2.0,Hybrid,Manual,159186,Used,53550.0,C-Class,24,6632.75,Mid-Range,150k-200k
1511,Ford,2010,5.9,Petrol,Automatic,287153,Like New,71710.27,Explorer,16,17947.06,Premium,200k+
1512,Tesla,2012,4.2,Electric,Automatic,166797,New,50300.07,Model S,14,11914.07,Mid-Range,150k-200k
1513,Honda,2003,5.7,Diesel,Automatic,281140,New,34662.28,Civic,23,12223.48,Budget,200k+
1514,Honda,2013,2.5,Hybrid,Automatic,290911,Like New,32076.7,Accord,13,22377.77,Budget,200k+
1515,Mercedes,2021,4.9,Diesel,Automatic,278491,Used,74400.55,GLC,5,55698.2,Premium,200k+
1516,BMW,2010,4.8,Petrol,Automatic,102063,Used,31294.11,X3,16,6378.94,Budget,100k-150k
1517,Toyota,2009,4.5,Petrol,Manual,24102,Used,72894.3,Prius,17,1417.76,Premium,<50k
1518,Honda,2018,5.8,Petrol,Automatic,4263,Used,41476.21,Civic,8,532.88,Mid-Range,<50k
1519,Mercedes,2017,3.0,Electric,Manual,67438,New,78235.35,GLC,9,7493.11,Premium,50k-100k
1520,Mercedes,2005,1.7,Electric,Manual,96359,Like New,18566.94,GLA,21,4588.52,Budget,50k-100k
1521,Ford,2014,4.4,Hybrid,Automatic,130251,Like New,24473.09,Mustang,12,10854.25,Budget,100k-150k
1522,Tesla,2020,4.6,Diesel,Manual,171915,New,70161.6,Model S,6,28652.5,Premium,150k-200k
1523,BMW,2009,3.9,Petrol,Automatic,27690,New,58221.96,X3,17,1628.82,Mid-Range,<50k
1524,Toyota,2004,2.0,Petrol,Manual,2994,New,24368.44,Corolla,22,136.09,Budget,<50k
1525,Audi,2004,3.5,Petrol,Automatic,103533,Like New,90768.57,Q5,22,4706.05,Premium,100k-150k
1526,Tesla,2009,2.6,Petrol,Manual,67546,Like New,31214.69,Model 3,17,3973.29,Budget,50k-100k
1527,Tesla,2004,3.1,Electric,Manual,26467,Like New,45001.78,Model X,22,1203.05,Mid-Range,<50k
1528,Ford,2002,4.2,Diesel,Automatic,246590,Used,24217.35,Explorer,24,10274.58,Budget,200k+
1529,Honda,2022,4.7,Diesel,Manual,131120,New,41862.62,Fit,4,32780.0,Mid-Range,100k-150k
1530,Honda,2005,2.2,Hybrid,Manual,168050,New,51706.44,Fit,21,8002.38,Mid-Range,150k-200k
1531,Ford,2003,3.0,Electric,Manual,73414,New,33048.47,Mustang,23,3191.91,Budget,50k-100k
1532,Mercedes,2017,2.3,Petrol,Manual,180294,Like New,78063.9,GLC,9,20032.67,Premium,150k-200k
1533,Honda,2008,2.0,Diesel,Manual,48115,New,42423.63,Fit,18,2673.06,Mid-Range,<50k
1534,BMW,2016,4.9,Diesel,Automatic,40647,New,74303.45,3 Series,10,4064.7,Premium,<50k
1535,Toyota,2012,5.5,Electric,Manual,54607,Used,24671.86,Corolla,14,3900.5,Budget,50k-100k
1536,Tesla,2014,2.9,Hybrid,Manual,21996,Like New,40818.37,Model X,12,1833.0,Mid-Range,<50k
1537,Tesla,2019,4.8,Hybrid,Automatic,83697,New,5765.54,Model S,7,11956.71,Budget,50k-100k
1538,BMW,2016,5.5,Petrol,Automatic,67764,Like New,77070.57,5 Series,10,6776.4,Premium,50k-100k
1539,Honda,2012,5.2,Hybrid,Automatic,239190,Like New,64459.23,CR-V,14,17085.0,Mid-Range,200k+
1540,Tesla,2015,1.9,Diesel,Manual,8888,Like New,82693.22,Model Y,11,808.0,Premium,<50k
1541,Audi,2021,5.8,Hybrid,Manual,219738,Used,48283.02,A3,5,43947.6,Mid-Range,200k+
1542,Toyota,2003,2.9,Petrol,Manual,221432,Like New,80975.36,Prius,23,9627.48,Premium,200k+
1543,Toyota,2004,2.7,Diesel,Manual,279477,Like New,66520.34,Prius,22,12703.5,Mid-Range,200k+
1544,Tesla,2004,1.3,Hybrid,Automatic,36355,Like New,5343.23,Model Y,22,1652.5,Budget,<50k
1545,Ford,2008,3.4,Hybrid,Automatic,230487,New,29100.96,Explorer,18,12804.83,Budget,200k+
1546,Tesla,2016,1.5,Electric,Manual,129686,Used,51919.68,Model Y,10,12968.6,Mid-Range,100k-150k
1547,Ford,2012,2.2,Petrol,Manual,162217,New,63775.3,Fiesta,14,11586.93,Mid-Range,150k-200k
1548,Tesla,2001,2.6,Hybrid,Manual,249602,Used,11231.13,Model 3,25,9984.08,Budget,200k+
